key,vector,model,comb,real
hemorrhage,0.2954282760620117,0.02,0.0777642249091462,False
sting,0.21587786078453064,0.03,0.0606175879503871,False
epilepsy,0.18645386397838593,0.0,0.04596747125721866,False
cardiopulmonary,0.14117023348808289,0.0,0.034803454923254054,False
choking,0.14116378128528595,0.0,0.034801864227087795,False
electrocution,0.13614879548549652,0.0,0.033565492876618475,False
chemical burn,0.47369149131566113,0.38,0.3636782087524855,True
severe burn,0.16316403448581696,0.01,0.07376902138862894,False
sting,0.16047553718090057,0.01,0.07262370379552394,False
cardiopulmonary,0.15999430418014526,0.0,0.06815862937225937,False
food poisoning,0.1468665599822998,0.0,0.06256612371488726,False
hemorrhage,0.14373543858528137,0.0,0.061232245337700546,False
burn intoxication inhalation,0.13101178407669067,0.01,0.0600719505438303,False
choking,0.13824231922626495,0.0,0.05889214024203899,False
epilepsy,0.12938721477985382,0.0,0.05511980731363665,False
hypoglycemia,0.11718703806400299,0.0,0.04992245152454889,False
fire,0.08886260539293289,0.0,0.03785605629567076,False
electrocution,0.0647631511092186,0.02,0.03610966171878883,False
chemical burn,0.5815216720457457,0.27,0.24777655618552658,True
severe burn,0.47774354399716157,0.12,0.17393196400736097,False
burn intoxication inhalation,0.45064006234899107,0.1,0.160225749767279,False
fire,0.2760961353778839,0.08,0.10361717968132594,False
food poisoning,0.19390329718589783,0.01,0.05933196820489327,False
cardiopulmonary,0.1719224601984024,0.0,0.0500261549615791,False
electrocution,0.13907405734062195,0.01,0.04337770576728044,False
choking,0.13459512591362,0.0,0.03916461303693334,False
sting,0.11552689224481583,0.0,0.03361612093614347,False
hemorrhage,0.10877849906682968,0.0,0.031652467307210955,False
hypoglycemia,0.10221175849437714,0.0,0.029741671119843157,False
epilepsy,0.09463798999786377,0.0,0.027537849024623834,False
chemical burn,0.6671413162576137,0.6,0.31183343397395097,True
severe burn,0.44274333119392395,0.07,0.1261820695624275,False
burn intoxication inhalation,0.4207403063774109,0.03,0.11092361662017132,False
fire,0.2612619400024414,0.05,0.07659909622631404,False
sting,0.24970050156116486,0.06,0.07621483860261014,False
food poisoning,0.21114549040794373,0.03,0.05934399375701022,False
choking,0.2024572640657425,0.03,0.05720589012115597,False
hypoglycemia,0.19013014435768127,0.02,0.05171136293623641,False
hemorrhage,0.15997348725795746,0.01,0.041829127924513765,False
cardiopulmonary,0.14358074963092804,0.0,0.03533408439573273,False
epilepsy,0.12669429183006287,0.0,0.031178460980933232,False
electrocution,0.0879509225487709,0.0,0.021644024898943813,False
severe burn,0.5850315232563528,0.42,0.23695719258812592,False
chemical burn,0.6214781187350716,0.25,0.2054691854324767,True
burn intoxication inhalation,0.4642321165409509,0.14,0.14246035342575517,False
fire,0.19974009692668915,0.16,0.0848162485022728,False
hemorrhage,0.2682481110095978,0.03,0.07031822728362298,False
food poisoning,0.19446103274822235,0.03,0.05292138100615937,False
choking,0.18205325305461884,0.02,0.04763827849100058,False
epilepsy,0.15152861177921295,0.0,0.03572603805265903,False
cardiopulmonary,0.14581845700740814,0.0,0.034379749689895475,False
sting,0.14247840642929077,0.0,0.033592262939700114,False
hypoglycemia,0.137229785323143,0.0,0.032354790787342234,False
electrocution,0.09910591691732407,0.0,0.02336629180098976,False
chemical burn,0.705124435898941,0.69,0.2974619631726594,True
severe burn,0.4841353708279464,0.15,0.13520740334689915,False
hemorrhage,0.42113395231758743,0.13,0.11751022576123228,False
burn intoxication inhalation,0.4421838603841515,0.1,0.11560192865984849,False
fire,0.22369171679019928,0.18,0.08607327597669027,False
food poisoning,0.21618683636188507,0.05,0.05675512296787079,False
sting,0.1654994636774063,0.0,0.035287028241163705,False
choking,0.1453738510608673,0.02,0.035260245701518145,False
cardiopulmonary,0.16298456490039825,0.0,0.03475081318525917,False
electrocution,0.1357613056898117,0.01,0.03107854971887417,False
epilepsy,0.131923645734787,0.0,0.02812814802708163,False
hypoglycemia,0.12609454989433289,0.0,0.026885295240902878,False
chemical burn,0.44555006768800115,0.16,0.20870558265895175,True
hypoglycemia,0.3196076452732086,0.01,0.11360077279527844,False
hemorrhage,0.20800238847732544,0.04,0.08547515019788597,False
cardiopulmonary,0.21547432243824005,0.03,0.08460384074910315,False
food poisoning,0.219460129737854,0.02,0.0825310219043301,False
epilepsy,0.23842303454875946,0.0,0.08217358233448716,False
sting,0.21552343666553497,0.02,0.08117422274725178,False
severe burn,0.21406154334545135,0.01,0.07722382912765216,False
electrocution,0.1702382117509842,0.0,0.058673373301665936,False
burn intoxication inhalation,0.15840895473957062,0.0,0.054596366116420963,False
choking,0.12437908351421356,0.0,0.04286781635502198,False
fire,0.08232719451189041,0.0,0.028374441711950627,False
severe burn,0.7111146346411271,0.36,0.29498915756260824,False
chemical burn,0.6145710038899541,0.19,0.22158199968607406,True
burn intoxication inhalation,0.4330966506711277,0.11,0.14957094065867846,False
fire,0.1861240416765213,0.09,0.07604564049694855,False
sting,0.16219660639762878,0.0,0.04466957945802054,False
choking,0.13754898309707642,0.0,0.037881527648994044,False
food poisoning,0.13261570036411285,0.0,0.03652288229923401,False
hypoglycemia,0.11747435480356216,0.0,0.03235289654157729,False
cardiopulmonary,0.10991170257329941,0.0,0.030270112553576187,False
hemorrhage,0.10401774197816849,0.0,0.028646892765110305,False
epilepsy,0.10156890749931335,0.0,0.02797247417669304,False
electrocution,0.07079019397497177,0.0,0.019495896152485207,False
chemical burn,0.6257640420989303,0.33,0.3688144163015907,True
severe burn,0.2162557691335678,0.02,0.09116741136183165,False
burn intoxication inhalation,0.16187281906604767,0.02,0.0701818803076775,False
food poisoning,0.15908625721931458,0.01,0.06524774579718615,False
fire,0.14789758622646332,0.02,0.06478905622623271,False
choking,0.1645520031452179,0.0,0.06349804796797237,False
sting,0.1489419937133789,0.0,0.057474389132238415,False
hypoglycemia,0.1451357752084732,0.0,0.0560056288583948,False
cardiopulmonary,0.1241333857178688,0.0,0.047901134778553546,False
epilepsy,0.11024058610200882,0.0,0.04254012039066554,False
hemorrhage,0.10986416786909103,0.0,0.04239486647364857,False
electrocution,0.07770540565252304,0.0,0.029985302404008155,False
severe burn,0.5428263699365665,0.23,0.22824008466494355,False
chemical burn,0.48822572189118923,0.1,0.17372167124364862,True
burn intoxication inhalation,0.4486250040697899,0.07,0.15316637661828417,False
fire,0.19645963609218597,0.1,0.08755391259096494,False
sting,0.2114388793706894,0.0,0.06244459248069914,False
food poisoning,0.1683516800403595,0.02,0.055626211878257434,False
hemorrhage,0.13735288381576538,0.05,0.05533123574424806,False
hypoglycemia,0.14619080722332,0.0,0.0431747718709776,False
epilepsy,0.1412295401096344,0.0,0.041709552683172266,False
choking,0.12363830953836441,0.0,0.03651430558610859,False
electrocution,0.11385387927293777,0.0,0.033624653681033824,False
cardiopulmonary,0.09783113747835159,0.0,0.02889263095766189,False
burn intoxication inhalation,0.8732562639432055,0.72,0.24609375215313797,True
cardiopulmonary,0.6316402586267467,0.4,0.1593467591267162,False
food poisoning,0.41183313727378845,0.36,0.11921705069449234,False
fire,0.5775029487945291,0.15,0.11236982676485487,False
severe burn,0.6273287969425969,0.1,0.11234292733652289,False
chemical burn,0.4431131010485695,0.01,0.06998767600060184,False
choking,0.2968018054962158,0.04,0.052022277848373606,False
hypoglycemia,0.23622561991214752,0.0,0.036487318753735454,False
epilepsy,0.1778753250837326,0.0,0.02747455456850182,False
hemorrhage,0.17772497236728668,0.0,0.02745133114551962,False
sting,0.16096612811088562,0.0,0.024862766481979204,False
electrocution,0.07991576939821243,0.0,0.012343759125564045,False
burn intoxication inhalation,0.7831712801151735,0.81,0.32000016185247987,True
fire,0.8866624154930179,0.16,0.21022983940462467,False
cardiopulmonary,0.48947763617748175,0.03,0.1043409015278762,False
severe burn,0.4232874207934607,0.0,0.08502038974380335,False
food poisoning,0.26530274748802185,0.01,0.05529658038288933,False
choking,0.18688063323497772,0.03,0.043562069316767996,False
chemical burn,0.18820849061012268,0.0,0.03780305872253502,False
hypoglycemia,0.16260141134262085,0.0,0.032659688632674065,False
hemorrhage,0.16160744428634644,0.0,0.03246004304349369,False
sting,0.15148118138313293,0.0,0.030426108708602323,False
epilepsy,0.13124433159828186,0.0,0.02636138868297613,False
electrocution,0.09873273968696594,0.01,0.0218397699812774,False
burn intoxication inhalation,0.6558560288611958,0.75,0.24159478155116096,True
fire,0.7121266290996062,0.17,0.15159247169172474,False
food poisoning,0.6133485935972331,0.17,0.134617577094175,False
severe burn,0.5428657316086277,0.16,0.12078668754249022,False
hypoglycemia,0.5275801862832237,0.06,0.10097499589903004,False
cardiopulmonary,0.3657148778438568,0.03,0.06800315786722004,False
choking,0.21465590596199036,0.03,0.04204384299860929,False
epilepsy,0.18847748637199402,0.0,0.03238964460979641,False
sting,0.1563027799129486,0.01,0.028578946179122943,False
electrocution,0.14476938545703888,0.02,0.028315434061948776,False
chemical burn,0.16035303473472595,0.0,0.027556489144328164,False
hemorrhage,0.13701556622982025,0.0,0.023545971360393356,False
burn intoxication inhalation,0.6274861067856616,0.31,0.22555804299202378,True
food poisoning,0.3559870719909668,0.27,0.15061174546970799,False
cardiopulmonary,0.3735146224498749,0.05,0.10189711476987258,False
fire,0.31648463010787964,0.09,0.09779971885432134,False
severe burn,0.32554829120635986,0.05,0.09035647248570056,False
choking,0.2818991541862488,0.06,0.08226053011419192,False
hypoglycemia,0.23254016041755676,0.0,0.05594888619808353,False
epilepsy,0.1855510175228119,0.0,0.044643354269134725,False
chemical burn,0.16576215624809265,0.0,0.03988217776757531,False
electrocution,0.14109012484550476,0.02,0.0387580925653122,False
sting,0.15587325394153595,0.0,0.037502919626615776,False
hemorrhage,0.14455991983413696,0.0,0.03478094488746025,False
burn intoxication inhalation,0.532974588772345,0.16,0.24970602608863976,True
fire,0.2906516492366791,0.12,0.14797395618690448,False
cardiopulmonary,0.256487637758255,0.02,0.09962938094102369,False
chemical burn,0.19915349781513214,0.05,0.08977981420028672,False
food poisoning,0.20550590753555298,0.0,0.07405186905821833,False
severe burn,0.18634174764156342,0.01,0.07074966146410872,False
hemorrhage,0.17463693022727966,0.0,0.06292856125161475,False
choking,0.14026452600955963,0.01,0.05414622449347395,False
hypoglycemia,0.14067576825618744,0.0,0.050691017574612744,False
sting,0.12182027101516724,0.0,0.043896639595585235,False
epilepsy,0.0952741950750351,0.0,0.03433104334046006,False
electrocution,0.06137493625283241,0.0,0.02211580580507137,False
burn intoxication inhalation,0.5678044484805638,0.26,0.19230296156498797,True
chemical burn,0.4746271794797303,0.24,0.1660113367124687,False
cardiopulmonary,0.46777986102451335,0.08,0.12725190080099544,False
food poisoning,0.3390984535217285,0.17,0.11826602347943582,False
hemorrhage,0.33505305647850037,0.06,0.09177272830021496,False
severe burn,0.2561531960964203,0.02,0.06415171789962344,False
sting,0.20598816871643066,0.01,0.05017509217715096,False
fire,0.19137516617774963,0.01,0.04678042128512684,False
choking,0.19568082690238953,0.0,0.04545759883736455,False
hypoglycemia,0.1511583775281906,0.0,0.035114819348197886,False
electrocution,0.1269385814666748,0.01,0.03181149221520309,False
epilepsy,0.1330317109823227,0.0,0.03090390737923033,False
food poisoning,0.5731041127604989,0.39,0.2907468383212441,False
hypoglycemia,0.5371300577674251,0.07,0.18328355409024166,False
burn intoxication inhalation,0.2838321328163147,0.03,0.0947412633494245,True
fire,0.2223016768693924,0.02,0.07314728027459935,False
chemical burn,0.17816172540187836,0.01,0.05680323241156244,False
severe burn,0.1774877905845642,0.0,0.0535809299008962,False
epilepsy,0.17522983253002167,0.0,0.05289928587433446,False
hemorrhage,0.16636738181114197,0.0,0.05022384352895131,False
sting,0.15316158533096313,0.0,0.04623720955734391,False
cardiopulmonary,0.14717455208301544,0.0,0.044429813072683864,False
choking,0.11111088842153549,0.0,0.033542728230109314,False
electrocution,0.0674561858177185,0.0,0.0203640213886089,False
burn intoxication inhalation,0.6761059722778754,0.63,0.230874423928464,True
fire,0.8200302084325259,0.24,0.1873767281622702,False
cardiopulmonary,0.6211402972334794,0.36,0.1734317166636377,False
severe burn,0.48212731701617345,0.07,0.09759703956407424,False
food poisoning,0.3397194445133209,0.16,0.08833313783616893,False
choking,0.26934143900871277,0.0,0.04761026355522273,False
chemical burn,0.23939810693264008,0.02,0.045852625879782796,False
hypoglycemia,0.18184725940227509,0.0,0.03214431458746757,False
hemorrhage,0.14860504865646362,0.01,0.02803589449701755,False
sting,0.1565774381160736,0.0,0.027677482985700892,False
epilepsy,0.15653684735298157,0.0,0.027670307940762272,False
electrocution,0.07578440010547638,0.0,0.013396064399431173,False
choking,0.47283955420093116,0.32,0.18224784246464457,False
burn intoxication inhalation,0.5480602566327056,0.2,0.17195454878920924,True
chemical burn,0.4675253601288077,0.16,0.14424752444470051,False
cardiopulmonary,0.39564451575279236,0.09,0.11163376591362996,False
fire,0.2768843173980713,0.08,0.08203601410983881,False
food poisoning,0.27877792716026306,0.06,0.07787394810521164,False
hypoglycemia,0.23385921120643616,0.0,0.053756572129920806,False
sting,0.20624785125255585,0.01,0.04970829737186112,False
hemorrhage,0.13821500539779663,0.03,0.0386671195218365,False
severe burn,0.13655926287174225,0.0,0.03139050126228936,False
epilepsy,0.13648943603038788,0.0,0.031374450358779914,False
electrocution,0.10923442244529724,0.0,0.025109415528077574,False
burn intoxication inhalation,0.6467794194456261,0.35,0.21097682168929313,True
fire,0.5189825548231601,0.42,0.19874362489191544,False
choking,0.4511435539792144,0.14,0.12512054898767003,False
food poisoning,0.30260130763053894,0.13,0.09156373733446845,False
severe burn,0.3154025375843048,0.04,0.0752239626311189,False
chemical burn,0.2855685353279114,0.02,0.06467617321753093,False
cardiopulmonary,0.22460369765758514,0.04,0.05600561774246906,False
hypoglycemia,0.2066204845905304,0.0,0.04373297871564814,False
electrocution,0.10904214531183243,0.08,0.04001237405703835,False
epilepsy,0.17500299215316772,0.01,0.03915745301923713,False
sting,0.15563027560710907,0.0,0.03294046833799792,False
hemorrhage,0.1032145693898201,0.0,0.021846239375612544,False
chemical burn,0.4595045155852376,0.37,0.2520505745350798,False
hemorrhage,0.43762608144766524,0.01,0.1360142216057375,False
burn intoxication inhalation,0.3490685522556305,0.07,0.12733682262247056,True
food poisoning,0.25902241468429565,0.02,0.08478285362886047,False
hypoglycemia,0.23185840249061584,0.02,0.07652888423935766,False
fire,0.15373040735721588,0.06,0.06494343425242907,False
epilepsy,0.1756177544593811,0.0,0.05336264610786085,False
choking,0.16154251992702484,0.01,0.052124358448244076,False
severe burn,0.1434321105480194,0.0,0.043582819853489364,False
cardiopulmonary,0.11869684606790543,0.02,0.042143977616511036,False
sting,0.1190871074795723,0.0,0.036185425511240196,False
electrocution,0.1018373891711235,0.0,0.03094398157871945,False
burn intoxication inhalation,0.6766425970419367,0.45,0.21486953267353165,True
fire,0.8224953297751976,0.24,0.2026355789990681,False
electrocution,0.4425623975097902,0.11,0.10538286448393132,False
severe burn,0.4962483699238779,0.03,0.10036434057493968,False
cardiopulmonary,0.3960796594619751,0.08,0.09079633080850127,False
chemical burn,0.29879501461982727,0.07,0.0703353598130827,False
choking,0.25812476873397827,0.03,0.05495019855638822,False
food poisoning,0.20376154780387878,0.05,0.04839655923741174,False
hypoglycemia,0.16241714358329773,0.0,0.030975657969564644,False
sting,0.15078257024288177,0.0,0.028756750799646895,False
epilepsy,0.14910191297531128,0.0,0.028436221429804683,False
hemorrhage,0.12636862695217133,0.0,0.024100604654129023,False
food poisoning,0.5817060529802831,0.49,0.18675449525645488,False
fire,0.630017175057253,0.33,0.16729169576561442,False
burn intoxication inhalation,0.45943793654441833,0.41,0.15150744231091298,True
chemical burn,0.47814701858790915,0.26,0.12862880964243106,False
hypoglycemia,0.5185332542442648,0.11,0.10952761750468927,False
severe burn,0.46266274390831574,0.02,0.0841083586931569,False
sting,0.21129557490348816,0.02,0.04030535073123001,False
cardiopulmonary,0.1821552813053131,0.0,0.03174220909163528,False
epilepsy,0.16328194737434387,0.0,0.028453359558423277,False
hemorrhage,0.15315920114517212,0.0,0.026689379260485244,False
choking,0.14592939615249634,0.0,0.025429520198893656,False
electrocution,0.10225678235292435,0.01,0.019561761986073057,False
severe burn,0.7849328356000185,0.6,0.29602007627511007,True
chemical burn,0.5849767768901658,0.11,0.14854661050427495,False
burn intoxication inhalation,0.5397163454341851,0.07,0.13032276688234687,False
cardiopulmonary,0.4568317754066494,0.04,0.10619444948610525,False
food poisoning,0.27891865372657776,0.04,0.06816671666304717,False
choking,0.22222773730754852,0.01,0.049637116504060316,False
fire,0.21178650856018066,0.01,0.04740537410417518,False
hemorrhage,0.2000706046819687,0.01,0.044901178470631985,False
sting,0.16259858012199402,0.0,0.03475435259579502,False
hypoglycemia,0.14591863751411438,0.0,0.03118912708006827,False
epilepsy,0.10685963183641434,0.0,0.022840527391525676,False
electrocution,0.09367173910140991,0.0,0.02002170404285936,False
severe burn,0.6488546386737859,0.86,0.3670306837306655,True
fire,0.5879810200198275,0.37,0.23303002142600387,False
burn intoxication inhalation,0.23078052699565887,0.04,0.06586768494248144,False
food poisoning,0.2161761075258255,0.02,0.057450118788276425,False
chemical burn,0.1653851419687271,0.01,0.04266264418258445,False
sting,0.17337360978126526,0.0,0.042173336587812235,False
cardiopulmonary,0.15612274408340454,0.01,0.04040955489107822,False
hypoglycemia,0.13584570586681366,0.0,0.033044629368668504,False
epilepsy,0.1354558914899826,0.0,0.03294980655831343,False
choking,0.1254887580871582,0.0,0.03052528951478376,False
hemorrhage,0.12389562278985977,0.0,0.030137757460697457,False
electrocution,0.10161706805229187,0.0,0.024718472548634796,False
severe burn,0.9871869047234827,0.81,0.3452438195612341,True
chemical burn,0.5830744061584131,0.18,0.1465883831554433,False
burn intoxication inhalation,0.517738703555609,0.1,0.11866905381171661,False
hemorrhage,0.48976526017571415,0.06,0.10561119591194802,False
food poisoning,0.2978719472885132,0.05,0.06682701698105764,False
fire,0.182470440864563,0.09,0.052342210748574654,False
choking,0.22259025275707245,0.01,0.0446811330772075,False
sting,0.16704924404621124,0.0,0.032090551582448966,False
hypoglycemia,0.1394740641117096,0.0,0.02679329484156456,False
cardiopulmonary,0.12183275073766708,0.0,0.02340435716606541,False
epilepsy,0.10731160640716553,0.0,0.02061481128194732,False
electrocution,0.0891929343342781,0.0,0.017134171880791894,False
severe burn,0.8604380900176974,0.42,0.2568811472013663,True
chemical burn,0.5939365487175089,0.4,0.1994032846026874,False
food poisoning,0.34737297892570496,0.17,0.10379522867488775,False
hypoglycemia,0.33566465973854065,0.07,0.08138433555287936,False
burn intoxication inhalation,0.3150399625301361,0.09,0.08125900896598733,False
choking,0.2350696176290512,0.1,0.06722157708357783,False
hemorrhage,0.21681654453277588,0.01,0.045503874508312975,False
sting,0.20891886949539185,0.0,0.04191324772855439,False
cardiopulmonary,0.18656527996063232,0.01,0.03943487389971902,False
epilepsy,0.18685400485992432,0.0,0.037486600486028664,False
fire,0.11465298384428024,0.0,0.02300165095804933,False
electrocution,0.11322500556707382,0.0,0.02271517033794973,False
burn intoxication inhalation,0.49114254230045684,0.23,0.19208286259257926,False
severe burn,0.5052425604563382,0.12,0.1665390318591542,True
chemical burn,0.44939850342946813,0.03,0.12769214331410875,False
cardiopulmonary,0.4339911025575951,0.04,0.12625183300410872,False
fire,0.21447646617889404,0.13,0.09175443388534625,False
food poisoning,0.2416805475950241,0.01,0.06703739857962544,False
choking,0.17798583209514618,0.0,0.04740814211389813,False
sting,0.1672484129667282,0.0,0.04454813305596138,False
hemorrhage,0.13996535539627075,0.02,0.04260822455729293,False
hypoglycemia,0.1348404437303543,0.0,0.03591597625395516,False
epilepsy,0.1259111911058426,0.0,0.0335375887586659,False
electrocution,0.09244750440120697,0.0,0.024624232025303793,False
severe burn,0.5784060098592486,0.38,0.24078925163269588,True
fire,0.27473577857017517,0.38,0.16449535637012117,False
burn intoxication inhalation,0.4554179867879147,0.12,0.14456761016659583,False
chemical burn,0.40485396187539824,0.02,0.1067400104765483,False
hypoglycemia,0.21553444862365723,0.01,0.05666311619796555,False
food poisoning,0.18248893320560455,0.01,0.04836078415343029,False
choking,0.16940228641033173,0.0,0.042560511255143145,False
epilepsy,0.16817547380924225,0.0,0.042252287720366606,False
cardiopulmonary,0.16576413810253143,0.0,0.04164646543390227,False
hemorrhage,0.16239888966083527,0.0,0.04080098278302331,False
sting,0.15560545027256012,0.0,0.039094203850621706,False
electrocution,0.11748570948839188,0.01,0.03202941995958617,False
severe burn,0.619119463947017,0.39,0.20165702898977855,True
fire,0.5912999106360534,0.35,0.18810433268699386,False
burn intoxication inhalation,0.4835622432906172,0.09,0.1146176067898847,False
chemical burn,0.5112880997874728,0.06,0.11416315413217182,False
electrocution,0.4578637814800189,0.08,0.10748381737701068,False
sting,0.35321185048675674,0.05,0.08057569666191604,False
food poisoning,0.20625829696655273,0.0,0.04121755337874477,False
cardiopulmonary,0.18792465329170227,0.0,0.03755385621887936,False
hemorrhage,0.15360872447490692,0.0,0.03069634479485731,False
choking,0.1522209495306015,0.0,0.030419019282692004,False
epilepsy,0.15104813873767853,0.0,0.030184651055224724,False
hypoglycemia,0.1167312040925026,0.0,0.023326938631846154,False
fire,0.605408424136614,0.33,0.22027102056185577,False
severe burn,0.6054789913155516,0.22,0.19438471493056828,True
burn intoxication inhalation,0.4124119474725896,0.09,0.11830852658228162,False
hemorrhage,0.4106591792884099,0.08,0.11554097160249231,False
chemical burn,0.41782564122449745,0.05,0.11016410455426331,False
food poisoning,0.18251226842403412,0.01,0.04533300400365733,False
choking,0.1751282513141632,0.0,0.04123939623677155,False
hypoglycemia,0.16361750662326813,0.01,0.0408836443894659,False
cardiopulmonary,0.15285366773605347,0.01,0.0383489635851546,False
epilepsy,0.1298433244228363,0.0,0.030575651069382734,False
sting,0.11419928818941116,0.0,0.026891775942831667,False
electrocution,0.07668651640415192,0.0,0.01805822654127501,False
severe burn,0.8242688602341517,0.86,0.3122530661657111,True
burn intoxication inhalation,0.6474938509892975,0.2,0.1571201366812686,False
fire,0.2660656273365021,0.39,0.12163052383054421,False
chemical burn,0.4472407661912039,0.05,0.09218537344697181,False
food poisoning,0.24147702753543854,0.11,0.06516167467437059,False
hemorrhage,0.2408941686153412,0.03,0.0502221092805764,False
cardiopulmonary,0.20860536396503448,0.0,0.0386741487980966,False
hypoglycemia,0.17596058547496796,0.01,0.03447594643081921,False
choking,0.18580973148345947,0.0,0.03444797903054007,False
sting,0.18536432087421417,0.0,0.03436540264875014,False
electrocution,0.16269207000732422,0.0,0.03016210707212802,False
epilepsy,0.15805019438266754,0.0,0.029301531940223356,False
cardiopulmonary,0.5390129344346839,0.18,0.1596292107596211,False
burn intoxication inhalation,0.5068604968662893,0.2,0.15693122867203377,False
severe burn,0.5252030706893414,0.16,0.1521230288718047,True
chemical burn,0.4479677657936328,0.06,0.11277473555982556,False
hypoglycemia,0.2966499328613281,0.0,0.06585972572493423,False
food poisoning,0.2708224952220917,0.02,0.06456596698075587,False
fire,0.2216852456331253,0.04,0.05809715962995386,False
hemorrhage,0.19344398379325867,0.06,0.05626750391702065,False
epilepsy,0.21052250266075134,0.0,0.046738437290141335,False
sting,0.1907755434513092,0.01,0.044574499297658936,False
choking,0.192127525806427,0.0,0.04265453907834353,False
electrocution,0.17919768393039703,0.0,0.039783964217906365,False
severe burn,0.621092418267608,0.45,0.22521333969742174,True
chemical burn,0.6356124800194581,0.4,0.2177531474219054,False
burn intoxication inhalation,0.4811492507505138,0.11,0.12429804818942213,False
food poisoning,0.3593999147415161,0.21,0.11972492217784021,False
fire,0.19586867094039917,0.1,0.062210851610824014,False
choking,0.23747727274894714,0.05,0.06044643354642908,False
cardiopulmonary,0.20060357451438904,0.02,0.046385229619991135,False
sting,0.18165066838264465,0.0,0.038194793452924085,False
hemorrhage,0.1515517681837082,0.0,0.03186604560688318,False
epilepsy,0.13346798717975616,0.0,0.028063657834552513,False
hypoglycemia,0.12952201068401337,0.0,0.02723395674637645,False
electrocution,0.08850529789924622,0.0,0.018609574095430088,False
hemorrhage,0.5608811735199882,0.34,0.21283581976014393,False
severe burn,0.519694558878282,0.13,0.15349224525613445,True
burn intoxication inhalation,0.4520998319708762,0.14,0.13988532208412152,False
chemical burn,0.4273482130659728,0.03,0.10804985685670296,False
food poisoning,0.2767374813556671,0.07,0.08191774704043546,False
sting,0.21877717971801758,0.08,0.07058698509864822,False
fire,0.20688508450984955,0.08,0.0677774427231465,False
hypoglycemia,0.16971461474895477,0.0,0.0400955755510295,False
epilepsy,0.14815936982631683,0.0,0.03500308571098232,False
cardiopulmonary,0.13884857296943665,0.0,0.032803382642583916,False
choking,0.12926459312438965,0.0,0.03053913929191519,False
electrocution,0.11434100568294525,0.0,0.027013397984155987,False
severe burn,0.5731816979494113,0.38,0.23247319565923655,True
fire,0.6292871761212724,0.28,0.2217676819221661,False
burn intoxication inhalation,0.4647438112641129,0.11,0.1401753000266154,False
chemical burn,0.4469920282490433,0.04,0.11877336011715668,False
cardiopulmonary,0.25174933671951294,0.01,0.06383851567836149,False
food poisoning,0.1869325041770935,0.02,0.05046913997122342,False
choking,0.14966914057731628,0.01,0.038941993366035675,False
epilepsy,0.1468493491411209,0.0,0.03581535141595553,False
hemorrhage,0.11751735210418701,0.0,0.028661517995829174,False
sting,0.10130234062671661,0.0,0.02470680973409039,False
